ano_criacao_pedido;procedimento_contratacao_grupo;procedimento_contratacao_detalhamento_1;procedimento_contratacao_especializacao;codigo_orgao_entidade_compra;nome_orgao_entidade_compra;numero_processo_formatado;data_criacao_pedido;data_licitacao;numero_contrato;indicador_termo_de_contrato;situacao_processo;situacao_compra_item_processo;criterio_julgamento;objeto_processo;unnamed_15;nome_empresarial_nome_fornecedor;cnpj_cpf_fornecedor_formatado;numero_parecer_juridico;data_parecer_juridico;edital_retificacao_arquivos;contrato_termoaditivo_arquivos;valor_total_referencia_item_processo;valor_total_homologado;valor_total_atualizado
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1260;SECRETARIA DE ESTADO DE EDUCACAO;1261003 000012/2022;2022-07-07;;9344887;SIM;Concluído;Com Fornecedor Vencedor;Por item;PROJETO TRILHAS DE FUTURO - EDITAL II - SENAI ¿ SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL;;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - DEPARTAMENTO REGIONAL DE MINAS GERAIS;03.773.700/0001-07;266,0;2022-08-03;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=176179;3239542,8;3239542,72;3239542,72
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1260;SECRETARIA DE ESTADO DE EDUCACAO;1261003 000013/2022;2022-06-29;;9344888;SIM;Concluído;Com Fornecedor Vencedor;Por item;PROJETO TRILHAS DE FUTURO - EDITAL II - FUNDAÇÃO PRESIDENTE ANTONIO CARLOS;;FUNDACAO PRESIDENTE ANTONIO CARLOS;17.080.078/0001-66;266,0;2022-08-03;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=176180;1731798,0;1731798,0;1779318,0
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1260;SECRETARIA DE ESTADO DE EDUCACAO;1261003 000013/2022;2022-07-07;;9344888;SIM;Concluído;Com Fornecedor Vencedor;Por item;PROJETO TRILHAS DE FUTURO - EDITAL II - FUNDAÇÃO PRESIDENTE ANTONIO CARLOS;;FUNDACAO PRESIDENTE ANTONIO CARLOS;17.080.078/0001-66;266,0;2022-08-03;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=176180;6336052,74;6336052,74;6499600,74
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1260;SECRETARIA DE ESTADO DE EDUCACAO;1261034 000012/2022;2022-06-24;;9344776;SIM;Concluído;Com Fornecedor Vencedor;Por item;PROJETO TRILHAS DE FUTURO;;JOSIANE LILIA DE CARVALHO -ME;04.569.153/0002-96;266,0;2022-07-06;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=176085;613132,65;613132,65;626452,65
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1260;SECRETARIA DE ESTADO DE EDUCACAO;1261034 000012/2022;2022-06-27;;9344776;SIM;Concluído;Com Fornecedor Vencedor;Por item;PROJETO TRILHAS DE FUTURO;;JOSIANE LILIA DE CARVALHO -ME;04.569.153/0002-96;266,0;2022-07-06;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=176085;1486624,12;1486624,12;1512672,12
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1260;SECRETARIA DE ESTADO DE EDUCACAO;1261034 000013/2022;2022-06-27;;9344897;SIM;Concluído;Com Fornecedor Vencedor;Por item;PROJETO TRILHAS DE FUTURO;;CENTRO EDUCACIONAL IMPACTO SAO JOAO DEL REY LTDA;36.090.698/0001-20;266,0;2022-07-06;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=176208;3657318,48;3657318,48;3737958,48
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1260;SECRETARIA DE ESTADO DE EDUCACAO;1261034 000014/2022;2022-06-28;;9344775;SIM;Concluído;Com Fornecedor Vencedor;Por item;PROJETO TRILHAS DE FUTURO_x000D_ SENAI;;SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL - DEPARTAMENTO REGIONAL DE MINAS GERAIS;03.773.700/0001-07;266,0;2022-07-06;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=176064;3644531,73;3644531,73;3644531,73
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1260;SECRETARIA DE ESTADO DE EDUCACAO;1261034 000015/2022;2022-06-27;;9344911;SIM;Concluído;Com Fornecedor Vencedor;Por item;PROJETO TRILHAS DE FUTURO_x000D_ SENAC;;SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC MINAS;03.447.242/0051-85;266,0;2022-07-06;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=176193;926645,04;926645,04;947429,04
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1260;SECRETARIA DE ESTADO DE EDUCACAO;1261556 000082/2022;2022-06-03;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;Acesso a rede de energia da CEMIG, com extensão de rede, substituição de 01 poste equipado e instalação de 01transformador trifásico de 300kVA.;;CEMIG DISTRIBUICAO S.A.;06.981.180/0001-16;82,0;2022-07-25;;;8479,49;8479,49;8479,49
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1260;SECRETARIA DE ESTADO DE EDUCACAO;1261561 000012/2022;2022-11-10;;9369434;SIM;Concluído;Com Fornecedor Vencedor;Por item;Serviços de Manutenção e Suporte Técnico do Sistema de Gerenciamento e Armazenamento de Mídias MAM da Rede Minas. SEI 2210.01.0000713/2022-58.;;CROWN VIDEO SYSTEMS ASSESSORIA E COMERCIO LTDA;71.646.608/0001-36;102,0;2022-12-02;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=178609;1082072,0;1082072,0;1412619,0
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;1271005 000030/2022;2022-09-30;;9362433;SIM;Concluído;Com Fornecedor Vencedor;Por item;Cadeira Julietti;;JULIETTI TECNOLOGIA ASSISTIVA LTDA;30.430.403/0002-12;391,0;2022-11-16;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=178214;118602,0;118602,0;118602,0
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1300;SECRET. DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;1301017 000021/2022;2022-08-31;;9346037;SIM;Concluído;Com Fornecedor Vencedor;Por item;Aquisição de bueiros metálicos.;;ARMCO STACO S. A. INDUSTRIA METALURGICA;72.343.882/0001-07;367,0;2022-09-16;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=177154;4527283,0;4527283,0;4527283,0
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1300;SECRET. DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;1301017 000030/2022;2022-12-12;;9370869;SIM;Concluído;Com Fornecedor Vencedor;Por item;Aquisição de bueiros metálicos 2022/2023.;;ARMCO STACO S. A. INDUSTRIA METALURGICA;72.343.882/0001-07;440,0;2022-12-21;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=178936;4377880,0;4377880,0;5468644,0
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1320;SECRETARIA DE ESTADO DA SAUDE;1320045 000005/2022;2022-03-08;;9344056;SIM;Concluído;Com Fornecedor Vencedor;Por item;PRÉ COLUNA PARA CROMATOGRAFIA  - SHIMADZU - SHIM-PACK IC-SA2(G): PN 228-38983-92;;SHIMADZU DO BRASIL COMERCIO LTDA.;58.752.460/0001-56;88,0;2022-03-30;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=175629;125854,6;125854,6;125854,6
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1320;SECRETARIA DE ESTADO DA SAUDE;1320045 000008/2022;2022-08-03;;9345903;SIM;Concluído;Com Fornecedor Vencedor;Por item;COLUNA PARA CROMATOGRAFIA LIQUIDA DE ALTA EFICIÊNCIA;;WATERS TECHNOLOGIES DO BRASIL LTDA.;00.158.141/0001-37;224,0;2022-08-24;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=177040;18036,2;18036,2;18036,2
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1320;SECRETARIA DE ESTADO DA SAUDE;1320139 000006/2022;2022-02-24;;9325278;SIM;Concluído;Com Fornecedor Vencedor;Por maior desconto;serviço de suporte por hora de voo para gestão dos serviços de manutenção preventiva, preditiva e corretiva_x000D_ dos motores a reação modelos ARRIEL 1D1, ARRIEL 1E2, ARRIEL 2D.;;SAFRAN HELICOPTER ENGINES INDUSTRIA E COMERCIO DO BRASIL LTDA;48.090.120/0001-53;2,0;2022-02-26;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=173674;2697831,5;2697831,5;9458649,19
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1320;SECRETARIA DE ESTADO DA SAUDE;1321127 000037/2022;2022-07-20;;0;SIM;Concluído;Com Fornecedor Vencedor;Por item;Prestação de serviços de fornecimento e distribuição de energia elétrica em baixa tensão na nova sede da Farmácia de Minas,  da Farmácia Judicial e da Rede de Frio/SRS-BH._x000D_ SEI1320010090654/2022-35;;CEMIG DISTRIBUICAO S.A.;06.981.180/0001-16;353,0;2022-08-26;;;637035,0;637035,0;637035,0
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1370;SECRETARIA ESTADO DE MEIO AMB.DESENV SUSTENTAVEL;1371001 000005/2022;2022-01-27;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;Pagamento de Inscrição em Seminário de Capacitação;;INSTITUTO NEGOCIOS PUBLICOS DO BRASIL - ESTUDOS E PESQUISAS NA ADMNIISTRACAO PUBLICA - INP - LTDA;10.498.974/0002-81;38,0;2022-03-04;;;3390,0;3390,0;3390,0
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1440;DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS;1441003 000045/2022;2022-04-12;;9337734;SIM;Concluído;Com Fornecedor Vencedor;Por item;Contratação da empresa EMX TECNOLOGIA LTDA. - EPP para prestação de serviços de licenciamento de uso, implantação, configuração, parametrização, treinamento e assessoramento do sistema Gestão X ¿ LGPD;;EMX TECNOLOGIA LTDA - EPP;14.822.303/0001-02;53,0;2022-05-23;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=174855;652800,0;652800,0;2639323,6
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1440;DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS;1441003 000101/2022;2022-08-18;;9345758;SIM;Concluído;Com Fornecedor Vencedor;Por item;Manutenção Adaptativa, Corretiva, Preventiva e Evolutiva do Software ArteRH, incluindo a mensageria de e-Social e outros Módulos.;;FACILITAHCM TECNOLOGIA E GESTAO LTDA.;46.019.498/0001-35;96,0;2022-09-06;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=176910;468424,68;468424,68;1286327,47
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1450;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC;1451044 000017/2023;2022-12-01;;9377050;SIM;Concluído;Com Fornecedor Vencedor;Por item;Aquisição de 01 (um) Kit Tático para Contrainteligência, tipo maleta de varredura eletrônica para ambiente;;BERKANA TECNOLOGIA EM SEGURANCA LTDA;07.259.712/0001-79;102,0;2023-03-01;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=179973;495000,0;495000,0;495000,0
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1450;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC;1451044 000272/2022;2022-08-25;;9363707;SIM;Concluído;Com Fornecedor Vencedor;Por item;contratação de empresa especializada em serviços de fornecimento de energia elétrica pela empresa Energisa Minas Gerais - Distribuidora de Energia S/A.para a unidade penitenciária do município de UBÁ;;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A.;19.527.639/0001-58;619,0;2022-09-28;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=178300;79011,76;79011,76;316047,04
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1450;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC;1451044 000272/2022;2022-08-25;;9363708;SIM;Concluído;Com Fornecedor Vencedor;Por item;contratação de empresa especializada em serviços de fornecimento de energia elétrica pela empresa Energisa Minas Gerais - Distribuidora de Energia S/A.para a unidade penitenciária do município de UBÁ;;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A.;19.527.639/0001-58;619,0;2022-09-28;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=178274;93471,15;93471,15;373884,6
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1450;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC;1451044 000418/2022;2022-12-20;;9371803;SIM;Concluído;Com Fornecedor Vencedor;Por item;INSTRUMENTOS DE MENOR POTENCIAL OFENSIVO.;;CONDOR S/A INDUSTRIA QUIMICA;30.092.431/0001-96;857,0;2022-12-26;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=179238;272490,0;272490,0;272490,0
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1450;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC;1451977 000040/2022;2022-06-15;;9344188;SIM;Concluído;Com Fornecedor Vencedor;Por item;Serviço de fornecimento do 1(uma) Licença do Software UFED 4PC( 92371) , 1(um) Clonador Forense(1620231) e um Software Desktop Pathfinder, sob a forma de entrega integral.;;TECHBIZ FORENSE DIGITAL LTDA;05.757.597/0002-18;6355,0;2022-07-12;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=175767;207256,06;207256,06;207256,06
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1450;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC;1451977 000040/2022;2022-06-20;;9344188;SIM;Concluído;Com Fornecedor Vencedor;Por item;Serviço de fornecimento do 1(uma) Licença do Software UFED 4PC( 92371) , 1(um) Clonador Forense(1620231) e um Software Desktop Pathfinder, sob a forma de entrega integral.;;TECHBIZ FORENSE DIGITAL LTDA;05.757.597/0002-18;6355,0;2022-07-12;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=175767;53448,12;53448,12;53448,12
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1450;SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC;1451977 000065/2022;2022-12-19;;9371156;SIM;Concluído;Com Fornecedor Vencedor;Por item;aquisição de munições calibres diversos - TDCO SEJUSP - 1510.01.0264810/2022-78;;COMPANHIA BRASILEIRA DE CARTUCHOS;57.494.031/0001-63;6794,0;2022-12-27;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=179092;399849,0;399849,0;399849,0
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1480;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;1481264 000067/2022;2022-11-26;;9371816;SIM;Concluído;Com Fornecedor Vencedor;Por item;Licença de uso definitivo do Software Scriptcase para o Ambiente Web e suporte técnico bronze;;NETMAKE SOLUCOES EM INFORMATICA LTDA;04.095.869/0001-18;514,0;2022-12-07;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=179244;9699,0;9699,0;9699,0
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1490;SECRETARIA DE ESTADO DE GOVERNO;1491031 000016/2022;2022-08-29;;9346128;SIM;Concluído;Com Fornecedor Vencedor;Por item;Prestação de serviço especializado de tecnologia da informação, denominado ¿Infoconv¿.;;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO);33.683.111/0001-07;323,0;2022-09-23;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=177242;70639,44;70639,44;282557,76
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1490;SECRETARIA DE ESTADO DE GOVERNO;1491031 000029/2022;2022-12-06;;9371168;SIM;Concluído;Com Fornecedor Vencedor;Por item;Assinatura de 2 (dois) acessos ao produto Revista dos Tribunais Online.;;EDITORA REVISTA DOS TRIBUNAIS LTDA;60.501.293/0001-12;436,0;2022-12-22;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=179098;11180,04;11180,04;6956,47
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1490;SECRETARIA DE ESTADO DE GOVERNO;1491031 000035/2021;2022-01-26;;9317510;SIM;Concluído;Com Fornecedor Vencedor;Por item;Serviço de assinatura da Revista dos Tribunais Online, com disponibilização de 2 (dois) acessos para atender a demanda da Consultoria Técnico-Legislativa - CTL.;;EDITORA REVISTA DOS TRIBUNAIS LTDA;60.501.293/0001-12;529,0;2021-12-16;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=172629;0,0;0,0;9425,79
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;1501561 000036/2022;2022-11-10;;9360609;SIM;Concluído;Com Fornecedor Vencedor;Por item;Serviços técnicos especializados na área de Tecnologia da Informação (TI) que consistem na disponibilização de acesso às bases de dados dos sistemas da Receita Federal do Brasil - RFB.;;SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO);33.683.111/0001-07;176,0;2022-11-16;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=178067;79286,16;79286,16;42720,64
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1500;SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;1501561 000042/2022;2022-11-30;;9383374;SIM;Concluído;Com Fornecedor Vencedor;Por item;serviço continuado, sem dedicação de mão de obra, de suporte técnico especializado Microsoft Premier, com vistas a suportar soluções de TI do fabricante MICROSOFT INFORMÁTICA LTDA;;MICROSOFT INFORMATICA LTDA;60.316.817/0001-03;3,0;2023-01-19;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=180386;1233522,44;1233522,44;3867628,54
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1510;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;1511189 000023/2022;2022-02-03;;9327296;SIM;Concluído;Com Fornecedor Vencedor;Por item;Manutenção preventiva/corretiva do equipamento QuantStudio 5 Real-Time PCR, do Instituto de Criminalística - SEI 1510.01.0012541/2022-98;;LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTDA;63.067.904/0002-35;6031,0;2022-03-29;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=174041;33234,64;33234,64;141600,76
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1510;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;1511189 000037/2022;2022-03-31;;0;SIM;Concluído;Com Fornecedor Vencedor;Por item;a aquisição de munições de calibres diversos, através de inexigibilidade de licitação, sob a forma de entrega integral;;COMPANHIA BRASILEIRA DE CARTUCHOS;57.494.031/0001-63;6099,0;2022-04-08;;;2117790,0;2117790,0;2117790,0
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1510;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;1511189 000046/2022;2022-04-13;;0;SIM;Concluído;Com Fornecedor Vencedor;Por item;LICENCA DE USO PERPETUO DE SOFTWARE AMPED FIVE - FORENSIC IMAGE AND VIDEO ENHANCEMENT para a Seção de Áudio e Vídeo do Instituto de Criminalística de Minas Gerais - ICMG;;INTELIGENCIA DE NEGOCIOS, SISTEMAS E INFORMATICA LTDA.;06.984.836/0001-54;6153,0;2022-05-04;;;107696,0;107696,0;107696,0
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1510;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;1511189 000061/2022;2022-05-11;;9341285;SIM;Concluído;Com Fornecedor Vencedor;Por item;aquisição de munições de calibres diversos, através de inexigibilidade de licitação, em substituição ao 1511189 37/2022 (revogado devido a equívoco nos valores da proposta) - 1510.01.0101751/2022-35;;COMPANHIA BRASILEIRA DE CARTUCHOS;57.494.031/0001-63;6238,0;2022-06-09;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=175283;2117700,0;2117700,0;2587590,0
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1510;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;1511189 000133/2022;2022-02-11;;9342714;SIM;Concluído;Com Fornecedor Vencedor;Por item;Equipamento de medição da transmitância luminosa - SEI 1510.01.0029529/2022-38;;RICCI ELETRONICA LTDA;79.561.825/0001-35;1118,0;2022-06-28;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=175503;9500,0;9500,0;9500,0
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1510;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;1511189 000142/2022;2022-05-13;;9344139;SIM;Concluído;Com Fornecedor Vencedor;Por item;"Adição de Licenças no APLLIANCE DE INTELIGÊNCIA  SEARCHIN-A-BOX, acrescentando: Modulo de Inteligência Corporativa 2 usuários concorrentes;Módulo de Análise de VÍnculo Premium 4 usuários.";;VIA APPIA INFORMATICA LTDA;37.982.238/0001-70;6335,0;2022-07-06;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=175698;1445000,0;1445000,0;1445000,0
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1510;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;1511189 000149/2022;2022-06-02;;9342942;SIM;Concluído;Com Fornecedor Vencedor;Por item;Aquisição de ESPIGARDA PUMP DE REPETIÇÃO CALIBRE 12, por meio de Emenda Estadual.;;COMPANHIA BRASILEIRA DE CARTUCHOS;57.494.031/0010-54;6334,0;2022-07-04;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=175570;16270,8;16270,8;16270,8
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1510;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;1511189 000190/2022;2022-03-03;;9345722;SIM;Concluído;Com Fornecedor Vencedor;Por item;Contratação de empresa para prestação de serviços de manutenção preventiva e corretiva com fornecimentos de peças para os equipamentos do Laboratório de Anatomia Patológica do Instituto Médico Legal;;LEICA DO BRASIL IMPORTACAO E COMERCIO LTDA.;52.201.456/0001-13;6455,0;2022-08-26;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=176856;77255,0;77255,0;231765,0
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1510;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;1511189 000223/2022;2022-06-20;;9346641;SIM;Concluído;Com Fornecedor Vencedor;Por item;Manutenção preventiva/corretiva em um GERADOR DE NITROGÊNIO, marca PEAK, modelo GENIUS NM32LA, Nº serie A11-08-177, nº de patrimônio 3451279-9 - SEI 1510.01.0126858/2022-79;;PEAK COMERCIO DE INSTRUMENTOS CIENTIFICOS LTDA.;15.220.723/0001-73;6571,0;2022-10-17;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=177511;22547,29;22547,29;96719,34
2022;Bens e serviços - Lei nº 8.666/93 ou 10.520/02;Inexigibilidade;Inexigibilidade - Fornecedor Exclusivo;1510;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;1511189 000236/2022;2022-08-17;;9348761;SIM;Concluído;Com Fornecedor Vencedor;Por item;renovação de suporte e atualização da solução de análise e integração de dados Caseboard SEI 1510.01.0167399/2022-20;;4SECURITY TECNOLOGIA DA INFORMACAO LTDA;12.003.231/0001-38;6610,0;2022-10-25;;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=177662;22200,0;22200,0;44400,0
